send_date,send_time,medium,segment,category,purpose,offer_type,offer_detail,title,content,target_count,ctr,cvr
2025. 11. 3,9:10,문자,골드 상위,등급/혜택,[POC]마이그레이션(cv3→cv4이상_오퍼상),쿠폰,1만원 ,[현대홈쇼핑],"(광고)고객님께 1만원 할인쿠폰 도착! 고객님, 특별 선정 고객으로 【1만원 할인쿠폰】이 지급되었습니다. 상품 구매 시 즉시 사용 가능하며 TV 방송상품 구매 시 1만원 할인쿠폰을 추가로 드립니다. 이번 기회를 놓치지 마세요! ■ 혜택1) 선지급 할인쿠폰- 최대 할인금액 : 1만원- 최소 주문금액: 5만원- 사용기한 : ~11/7(금) 23시 59분 ■ 혜택2) 방송상품 구매 시 추가 쿠폰- 대상 : 행사 기간(11/3~11/7) 구매 고객- 대상상품 : TV 생방송 상품(일부제외)- 부여일정 : 구매 다음날 오전 10시- 사용기한 : 부여일로부터 14일 ☞ 방송상품 확인하기hmall.kr/D6pYY0  무료수신거부 : 080-355-0000","3,469",1.96%,0.72%
2025. 11. 3,9:15,문자,골드 상위,등급/혜택,[POC]업셀CV4(purchase_cnt_6m_오퍼상),쿠폰,1만원 ,[현대홈쇼핑],"(광고)고객님께 1만원 할인쿠폰 도착! 고객님, 특별 선정 고객으로 【1만원 할인쿠폰】이 지급되었습니다. 상품 구매 시 즉시 사용 가능하며 TV 방송상품 구매 시 1만원 할인쿠폰을 추가로 드립니다. 이번 기회를 놓치지 마세요! ■ 혜택1) 선지급 할인쿠폰- 최대 할인금액 : 1만원- 최소 주문금액: 5만원- 사용기한 : ~11/7(금) 23시 59분 ■ 혜택2) 방송상품 구매 시 추가 쿠폰- 대상 : 행사 기간(11/3~11/7) 구매 고객- 대상상품 : TV 생방송 상품(일부제외)- 부여일정 : 구매 다음날 오전 10시- 사용기한 : 부여일로부터 14일 ☞ 방송상품 확인하기hmall.kr/Azhov5  무료수신거부 : 080-355-0000","8,802",1.72%,1.34%
2025. 11. 3,9:20,문자,골드 상위,등급/혜택,[POC]마이그레이션(cv4→cv5이상_오퍼상),쿠폰,1만원 ,[현대홈쇼핑],"(광고)고객님께 1만원 할인쿠폰 도착! 고객님, 특별 선정 고객으로 【1만원 할인쿠폰】이 지급되었습니다. 상품 구매 시 즉시 사용 가능하며 TV 방송상품 구매 시 1만원 할인쿠폰을 추가로 드립니다. 이번 기회를 놓치지 마세요! ■ 혜택1) 선지급 할인쿠폰- 최대 할인금액 : 1만원- 최소 주문금액: 5만원- 사용기한 : ~11/7(금) 23시 59분 ■ 혜택2) 방송상품 구매 시 추가 쿠폰- 대상 : 행사 기간(11/3~11/7) 구매 고객- 대상상품 : TV 생방송 상품(일부제외)- 부여일정 : 구매 다음날 오전 10시- 사용기한 : 부여일로부터 14일 ☞ 방송상품 확인하기hmall.kr/AOynrB  무료수신거부 : 080-355-0000","42,201",1.75%,3.21%
2025. 11. 3,9:30,문자,골드 상위,등급/혜택,[POC]업셀RFM(cv2&rfm_오퍼상),쿠폰,1만원 ,[현대홈쇼핑],"(광고)고객님께 1만원 할인쿠폰 도착! 고객님, 특별 선정 고객으로 【1만원 할인쿠폰】이 지급되었습니다. 상품 구매 시 즉시 사용 가능하며 TV 방송상품 구매 시 1만원 할인쿠폰을 추가로 드립니다. 이번 기회를 놓치지 마세요! ■ 혜택1) 선지급 할인쿠폰- 최대 할인금액 : 1만원- 최소 주문금액: 5만원- 사용기한 : ~11/7(금) 23시 59분 ■ 혜택2) 방송상품 구매 시 추가 쿠폰- 대상 : 행사 기간(11/3~11/7) 구매 고객- 대상상품 : TV 생방송 상품(일부제외)- 부여일정 : 구매 다음날 오전 10시- 사용기한 : 부여일로부터 14일 ☞ 방송상품 확인하기hmall.kr/AM7KHk  무료수신거부 : 080-355-0000","3,603",1.47%,0.31%
2025. 11. 3,9:35,문자,골드 상위,등급/혜택,[POC]업셀RFM(cv3&rfm_오퍼상),쿠폰,1만원 ,[현대홈쇼핑],"(광고)고객님께 1만원 할인쿠폰 도착! 고객님, 특별 선정 고객으로 【1만원 할인쿠폰】이 지급되었습니다. 상품 구매 시 즉시 사용 가능하며 TV 방송상품 구매 시 1만원 할인쿠폰을 추가로 드립니다. 이번 기회를 놓치지 마세요! ■ 혜택1) 선지급 할인쿠폰- 최대 할인금액 : 1만원- 최소 주문금액: 5만원- 사용기한 : ~11/7(금) 23시 59분 ■ 혜택2) 방송상품 구매 시 추가 쿠폰- 대상 : 행사 기간(11/3~11/7) 구매 고객- 대상상품 : TV 생방송 상품(일부제외)- 부여일정 : 구매 다음날 오전 10시- 사용기한 : 부여일로부터 14일 ☞ 방송상품 확인하기hmall.kr/AewykR  무료수신거부 : 080-355-0000","4,165",1.49%,0.38%
2025. 11. 3,9:40,문자,골드 상위,등급/혜택,[POC]마이그레이션(cv1→cv2이상_오퍼중),쿠폰,1만원 ,[현대홈쇼핑],"(광고)고객님께 5천원 할인쿠폰 도착! 고객님, 특별 선정 고객으로 【5천원 할인쿠폰】이 지급되었습니다. 상품 구매 시 즉시 사용 가능하며, TV 방송상품 구매 시 1만원 할인쿠폰을 추가로 드립니다. 이번 기회를 놓치지 마세요! ■ 혜택1) 선지급 할인쿠폰- 최대 할인금액 : 5천원- 최소 주문금액 : 5만원- 사용기한 : ~11/7(금) 23시 59분 ■ 혜택2) 방송상품 구매 시 추가 쿠폰- 대상 : 행사 기간(11/3~11/7) 구매고객- 대상상품 : TV 생방송 상품(일부제외)- 부여일정 : 구매 다음날 오전 10시- 사용기한 : 부여일로부터 14일 ☞ 방송상품 확인하기 hmall.kr/AX4E1o  무료수신거부 : 080-355-0000","1,754",1.03%,0.51%
2025. 11. 3,9:45,문자,골드 상위,등급/혜택,[POC]마이그레이션(cv2→cv3이상_오퍼중),쿠폰,1만원 ,[현대홈쇼핑],"(광고)고객님께 5천원 할인쿠폰 도착! 고객님, 특별 선정 고객으로 【5천원 할인쿠폰】이 지급되었습니다. 상품 구매 시 즉시 사용 가능하며, TV 방송상품 구매 시 1만원 할인쿠폰을 추가로 드립니다. 이번 기회를 놓치지 마세요! ■ 혜택1) 선지급 할인쿠폰- 최대 할인금액 : 5천원- 최소 주문금액 : 5만원- 사용기한 : ~11/7(금) 23시 59분 ■ 혜택2) 방송상품 구매 시 추가 쿠폰- 대상 : 행사 기간(11/3~11/7) 구매고객- 대상상품 : TV 생방송 상품(일부제외)- 부여일정 : 구매 다음날 오전 10시- 사용기한 : 부여일로부터 14일 ☞ 방송상품 확인하기 hmall.kr/AMisUA  무료수신거부 : 080-355-0000","2,033",1.62%,0.64%
2025. 11. 3,9:47,문자,골드 상위,등급/혜택,[POC]마이그레이션(cv3→cv4이상_오퍼중),쿠폰,1만원 ,[현대홈쇼핑],"(광고)고객님께 5천원 할인쿠폰 도착! 고객님, 특별 선정 고객으로 【5천원 할인쿠폰】이 지급되었습니다. 상품 구매 시 즉시 사용 가능하며, TV 방송상품 구매 시 1만원 할인쿠폰을 추가로 드립니다. 이번 기회를 놓치지 마세요! ■ 혜택1) 선지급 할인쿠폰- 최대 할인금액 : 5천원- 최소 주문금액 : 5만원- 사용기한 : ~11/7(금) 23시 59분 ■ 혜택2) 방송상품 구매 시 추가 쿠폰- 대상 : 행사 기간(11/3~11/7) 구매고객- 대상상품 : TV 생방송 상품(일부제외)- 부여일정 : 구매 다음날 오전 10시- 사용기한 : 부여일로부터 14일 ☞ 방송상품 확인하기 hmall.kr/Ajenlj  무료수신거부 : 080-355-0000","2,086",0.77%,0.72%
2025. 11. 3,9:50,문자,골드 상위,등급/혜택,[POC]마이그레이션(cv4→cv5이상_오퍼중),쿠폰,1만원 ,[현대홈쇼핑],"(광고)고객님께 5천원 할인쿠폰 도착! 고객님, 특별 선정 고객으로 【5천원 할인쿠폰】이 지급되었습니다. 상품 구매 시 즉시 사용 가능하며, TV 방송상품 구매 시 1만원 할인쿠폰을 추가로 드립니다. 이번 기회를 놓치지 마세요! ■ 혜택1) 선지급 할인쿠폰- 최대 할인금액 : 5천원- 최소 주문금액 : 5만원- 사용기한 : ~11/7(금) 23시 59분 ■ 혜택2) 방송상품 구매 시 추가 쿠폰- 대상 : 행사 기간(11/3~11/7) 구매고객- 대상상품 : TV 생방송 상품(일부제외)- 부여일정 : 구매 다음날 오전 10시- 사용기한 : 부여일로부터 14일 ☞ 방송상품 확인하기 hmall.kr/B855Er  무료수신거부 : 080-355-0000","25,355",0.89%,3.27%
2025. 11. 3,9:55,문자,골드 상위,등급/혜택,[POC]업셀CV4(purchase_cnt_6m_오퍼중),쿠폰,1만원 ,[현대홈쇼핑],"(광고)고객님께 5천원 할인쿠폰 도착! 고객님, 특별 선정 고객으로 【5천원 할인쿠폰】이 지급되었습니다. 상품 구매 시 즉시 사용 가능하며, TV 방송상품 구매 시 1만원 할인쿠폰을 추가로 드립니다. 이번 기회를 놓치지 마세요! ■ 혜택1) 선지급 할인쿠폰- 최대 할인금액 : 5천원- 최소 주문금액 : 5만원- 사용기한 : ~11/7(금) 23시 59분 ■ 혜택2) 방송상품 구매 시 추가 쿠폰- 대상 : 행사 기간(11/3~11/7) 구매고객- 대상상품 : TV 생방송 상품(일부제외)- 부여일정 : 구매 다음날 오전 10시- 사용기한 : 부여일로부터 14일 ☞ 방송상품 확인하기 hmall.kr/Ad3Rm2  무료수신거부 : 080-355-0000","5,284",1.00%,1.46%
2025. 11. 3,9:57,문자,골드 상위,등급/혜택,[POC]업셀RFM(cv3&rfm_오퍼중),쿠폰,1만원 ,[현대홈쇼핑],"(광고)고객님께 5천원 할인쿠폰 도착! 고객님, 특별 선정 고객으로 【5천원 할인쿠폰】이 지급되었습니다. 상품 구매 시 즉시 사용 가능하며, TV 방송상품 구매 시 1만원 할인쿠폰을 추가로 드립니다. 이번 기회를 놓치지 마세요! ■ 혜택1) 선지급 할인쿠폰- 최대 할인금액 : 5천원- 최소 주문금액 : 5만원- 사용기한 : ~11/7(금) 23시 59분 ■ 혜택2) 방송상품 구매 시 추가 쿠폰- 대상 : 행사 기간(11/3~11/7) 구매고객- 대상상품 : TV 생방송 상품(일부제외)- 부여일정 : 구매 다음날 오전 10시- 사용기한 : 부여일로부터 14일 ☞ 방송상품 확인하기 hmall.kr/CpGEYm  무료수신거부 : 080-355-0000","2,144",0.75%,0.33%
2025. 11. 3,9:59,문자,골드 상위,등급/혜택,[POC]업셀RFM(cv3&rfm_오퍼중),쿠폰,1만원 ,[현대홈쇼핑],"(광고)고객님께 5천원 할인쿠폰 도착! 고객님, 특별 선정 고객으로 【5천원 할인쿠폰】이 지급되었습니다. 상품 구매 시 즉시 사용 가능하며, TV 방송상품 구매 시 1만원 할인쿠폰을 추가로 드립니다. 이번 기회를 놓치지 마세요! ■ 혜택1) 선지급 할인쿠폰- 최대 할인금액 : 5천원- 최소 주문금액 : 5만원- 사용기한 : ~11/7(금) 23시 59분 ■ 혜택2) 방송상품 구매 시 추가 쿠폰- 대상 : 행사 기간(11/3~11/7) 구매고객- 대상상품 : TV 생방송 상품(일부제외)- 부여일정 : 구매 다음날 오전 10시- 사용기한 : 부여일로부터 14일 ☞ 방송상품 확인하기 hmall.kr/CpGEYm  무료수신거부 : 080-355-0000","2,464",0.97%,0.53%
2025. 11. 3,10:00,문자,골드 상위,기타,[POC]마이그레이션(cv1→cv2이상_오퍼x),안내,10% ,[현대홈쇼핑],"(광고)행사기간 내 구매하고 쇼핑지원금 받아 가세요! 고객님, 현대홈쇼핑 특별행사가 진행 중입니다. 11/3~11/7일 기간 내 구매하시면 10% 쇼핑지원금(최대 1만원)을 드립니다. 이번 기회를 놓치지 마세요! ■ 11월 쇼핑지원금 사용 안내- 대상 : 행사 기간(11/3~11/7) 구매 고객- 대상상품 : TV 생방송 상품(일부제외)- 부여일정 : 구매 다음날 오전 10시- 사용기한 : 부여일로부터 14일 ☞ 방송상품 확인 하기hmall.kr/DMoHPR  무료수신거부 : 080-355-0000","1,185",2.36%,0.68%
2025. 11. 3,10:05,문자,골드 상위,기타,[POC]마이그레이션(cv2→cv3이상_오퍼x),안내,10% ,[현대홈쇼핑],"(광고)행사기간 내 구매하고 쇼핑지원금 받아 가세요! 고객님, 현대홈쇼핑 특별행사가 진행 중입니다. 11/3~11/7일 기간 내 구매하시면 10% 쇼핑지원금(최대 1만원)을 드립니다. 이번 기회를 놓치지 마세요! ■ 11월 쇼핑지원금 사용 안내- 대상 : 행사 기간(11/3~11/7) 구매 고객- 대상상품 : TV 생방송 상품(일부제외)- 부여일정 : 구매 다음날 오전 10시- 사용기한 : 부여일로부터 14일 ☞ 방송상품 확인 하기hmall.kr/DSyY04 무료수신거부 : 080-355-0000","1,357",1.55%,0.66%
2025. 11. 3,10:10,문자,골드 상위,기타,[POC]마이그레이션(cv3→cv4이상_오퍼x),안내,10% ,[현대홈쇼핑],"(광고)행사기간 내 구매하고 쇼핑지원금 받아 가세요! 고객님, 현대홈쇼핑 특별행사가 진행 중입니다. 11/3~11/7일 기간 내 구매하시면 10% 쇼핑지원금(최대 1만원)을 드립니다. 이번 기회를 놓치지 마세요! ■ 11월 쇼핑지원금 사용 안내- 대상 : 행사 기간(11/3~11/7) 구매 고객- 대상상품 : TV 생방송 상품(일부제외)- 부여일정 : 구매 다음날 오전 10시- 사용기한 : 부여일로부터 14일 ☞ 방송상품 확인 하기hmall.kr/BhtZFV 무료수신거부 : 080-355-0000","1,383",1.81%,0.80%
2025. 11. 3,10:15,문자,골드 상위,기타,[POC]마이그레이션(cv4→cv5이상_오퍼x),안내,10% ,[현대홈쇼핑],"(광고)행사기간 내 구매하고 쇼핑지원금 받아 가세요! 고객님, 현대홈쇼핑 특별행사가 진행 중입니다. 11/3~11/7일 기간 내 구매하시면 10% 쇼핑지원금(최대 1만원)을 드립니다. 이번 기회를 놓치지 마세요! ■ 11월 쇼핑지원금 사용 안내- 대상 : 행사 기간(11/3~11/7) 구매 고객- 대상상품 : TV 생방송 상품(일부제외)- 부여일정 : 구매 다음날 오전 10시- 사용기한 : 부여일로부터 14일 ☞ 방송상품 확인 하기hmall.kr/DomqFL 무료수신거부 : 080-355-0000","16,885",1.58%,3.39%
2025. 11. 3,10:17,문자,골드 상위,기타,[POC]업셀RFM(cv3&rfm_오퍼x),안내,10% ,[현대홈쇼핑],"(광고)행사기간 내 구매하고 쇼핑지원금 받아 가세요! 고객님, 현대홈쇼핑 특별행사가 진행 중입니다. 11/3~11/7일 기간 내 구매하시면 10% 쇼핑지원금(최대 1만원)을 드립니다. 이번 기회를 놓치지 마세요! ■ 11월 쇼핑지원금 사용 안내- 대상 : 행사 기간(11/3~11/7) 구매 고객- 대상상품 : TV 생방송 상품(일부제외)- 부여일정 : 구매 다음날 오전 10시- 사용기한 : 부여일로부터 14일 ☞ 방송상품 확인 하기hmall.kr/AMVuG3 무료수신거부 : 080-355-0000","1,651",1.45%,0.48%
2025. 11. 3,10:20,문자,골드 상위,기타,[POC]업셀CV4(purchase_cnt_6m_오퍼x),안내,10% ,[현대홈쇼핑],"(광고)행사기간 내 구매하고 쇼핑지원금 받아 가세요! 고객님, 현대홈쇼핑 특별행사가 진행 중입니다. 11/3~11/7일 기간 내 구매하시면 10% 쇼핑지원금(최대 1만원)을 드립니다. 이번 기회를 놓치지 마세요! ■ 11월 쇼핑지원금 사용 안내- 대상 : 행사 기간(11/3~11/7) 구매 고객- 대상상품 : TV 생방송 상품(일부제외)- 부여일정 : 구매 다음날 오전 10시- 사용기한 : 부여일로부터 14일 ☞ 방송상품 확인 하기hmall.kr/BTTcbD 무료수신거부 : 080-355-0000","3,499",1.46%,1.43%
2025. 11. 3,10:23,문자,골드 상위,기타,[POC]업셀RFM(cv2&rfm_오퍼x),안내,10% ,[현대홈쇼핑],"(광고)행사기간 내 구매하고 쇼핑지원금 받아 가세요! 고객님, 현대홈쇼핑 특별행사가 진행 중입니다. 11/3~11/7일 기간 내 구매하시면 10% 쇼핑지원금(최대 1만원)을 드립니다. 이번 기회를 놓치지 마세요! ■ 11월 쇼핑지원금 사용 안내- 대상 : 행사 기간(11/3~11/7) 구매 고객- 대상상품 : TV 생방송 상품(일부제외)- 부여일정 : 구매 다음날 오전 10시- 사용기한 : 부여일로부터 14일 ☞ 방송상품 확인 하기hmall.kr/EFUI1O 무료수신거부 : 080-355-0000","1,435",1.18%,0.35%
2025. 11. 5,15:25,푸시,골드 상위,등급/혜택,[POC]쿠폰리마인드_오퍼중,안내,1만원 ,"⏰ 지금 사용 가능한 5,OOO원 할인쿠폰!","(광고) {{custNm||고객}}님, 월요일에 드린 【선지급】 할인쿠폰 사용종료까지 2일 남았어요! 오늘 구매하시면 최대 1만원 쇼핑지원금까지 받아가실 수 있습니다🎉(수신거부:앱설정)","14,132",1.34%,4.03%
2025. 11. 5,15:30,푸시,골드 상위,등급/혜택,[POC]쿠폰리마인드_오퍼상,안내,1만원 ,"⏰ 지금 사용 가능한 1O,OOO원 할인쿠폰!","(광고) {{custNm||고객}}님, 월요일에 드린 【선지급】 할인쿠폰 사용종료까지 2일 남았어요! 오늘 구매하시면 최대 1만원 쇼핑지원금까지 받아가실 수 있습니다🎉(수신거부:앱설정)","22,016",1.09%,4.55%
2025. 11. 6,18:30,푸시,골드 상위,등급/혜택,[Poc]쿠폰사용률_리프팅(오퍼상),안내,1만원 ,💤 1만원 할인쿠폰이 자고 있어요,(광고){{custNm||고객}}님께 드렸던 【선지급】 쿠폰 사용종료까지 D-1일이에요! 오늘 방송 상품 구매하면 쇼핑지원금까지 내일 바로 한 번 더 지급! 지금 바로 확인해 보세요 👉(수신거부:앱설정),"21,510",1.31%,3.31%
2025. 11. 6,18:35,푸시,골드 상위,등급/혜택,[POC]쿠폰사용률리프팅(오퍼중),안내,단순 안내,💤 5천원 할인쿠폰이 자고 있어요,(광고){{custNm||고객}}님께 드렸던 【선지급】 쿠폰 사용종료까지 D-1일이에요! 오늘 방송 상품 구매하면 쇼핑지원금까지 내일 바로 한 번 더 지급! 지금 바로 확인해 보세요 👉(수신거부:앱설정),"13,875",1.26%,3.16%
2025. 11. 7,12:00,친구톡,골드 상위,등급/혜택,[POC]쿠폰_최종리마인드_미구매&쿠폰미사용(오퍼상),안내,5% ,[현대홈쇼핑],"💌 {{custNm||고객}}님, 오늘이 마지막이에요!쿠폰함에 아직 사용하지 않으신 【선지급】 1O,OOO원 할인쿠폰이 남아있어요■ 쿠폰은 오늘까지, 혜택은 내일까지✨ - 대상 : 행사기간 구매하신 고객 전원 - 상품 : TV방송상품 - 혜택 : 쇼핑지원금 최대 1만원 지급 - 일정 : 구매 다음날 오전 10시■ 오늘 받을 수 있는 혜택 - 1만원 할인쿠폰 적용 - 삼성카드 결제시 5% 즉시할인 - 현대카드 결제시 5% 즉시할인오늘이 아니면 사라지는 1만원 할인쿠폰!할인쿠폰으로 방송상품 구매하고내일 바로 쇼핑지원금까지 받아보세요.","36,614",3.51%,2.73%
2025. 11. 7,12:10,친구톡,골드 상위,등급/혜택,[POC]쿠폰_최종리마인드_미구매&쿠폰미사용(오퍼중),안내,5% ,[현대홈쇼핑],"💌 {{custNm||고객}}님, 오늘이 마지막이에요!쿠폰함에 아직 사용하지 않으신 【선지급】 5,OOO원 할인쿠폰이 남아있어요■ 쿠폰은 오늘까지, 혜택은 내일까지✨ - 대상 : 행사기간 구매하신 고객 전원 - 상품 : TV방송상품 - 혜택 : 쇼핑지원금 최대 1만원 지급 - 일정 : 구매 다음날 오전 10시■ 오늘 받을 수 있는 혜택 - 5천원 할인쿠폰 적용 - 삼성카드 결제시 5% 즉시할인 - 현대카드 결제시 5% 즉시할인오늘이 아니면 사라지는 5천원 할인쿠폰!할인쿠폰으로 방송상품 구매하고내일 바로 쇼핑지원금까지 받아보세요.","22,110",1.89%,2.56%
2025. 11. 10,18:30,푸시,골드 상위,등급/혜택,잠재우수(+주문개월수>3),쿠폰,"5,000원",✨{{custNm||고객}}님을 위해 특별히 준비했어요,"(광고) 지금 {{custNm||고객}}님 쿠폰함에 【다시함께】 5,OOO원 할인쿠폰을 쏙 넣어드렸어요! 할인 받아서 주문하고 다음달에 우수고객 등급을 달성해 보세요🏆(수신거부:앱설정)","14,999",1.83%,4.30%
2025. 11. 10,18:40,푸시,골드 상위,리빙/주방,리커버리 (우수→골드),쿠폰,"5,000원",✨{{custNm||고객}}님을 위해 특별히 준비했어요,"(광고) 다시 한 번 VIP 전용 혜택을 받을 수 있게 지금 고객님 쿠폰함에 【다시함께】 5,OOO원 할인쿠폰을 쏙 넣어드렸어요! 지금 바로 할인 받고 다음달에 다시 등급 회복해 보세요🏆(수신거부:앱설정)","6,737",1.17%,3.09%
2025. 11. 18,14:45,푸시,골드 상위,등급/혜택,미구매_등급쿠폰안내,안내,20%,⏰ 벌써 상위 20%는 할인 혜택을 사용했어요!,"(광고) {{custNm||고객}}님 🔻3,OOO원 할인 받아 쇼핑하고 이번 달 구매사은품까지 챙겨가세요! 🎁(수신거부:앱설정)","30,282",0.58%,2.41%
2025. 11. 18,14:30,푸시,우수 임박,등급/혜택,미구매_등급쿠폰안내,안내,20%,⏰ 벌써 상위 20%는 할인 혜택을 사용했어요!,"(광고) {{custNm||고객}}님 🔻3,OOO원 할인 받아 쇼핑하고 이번 달 구매사은품까지 챙겨가세요! 🎁(수신거부:앱설정)","2,304",0.52%,2.60%
2025. 11. 18,17:30,푸시,골드 하위,등급/혜택,미구매_등급쿠폰안내,안내,20%,⏰ 벌써 상위 20%는 할인 혜택을 사용했어요!,"(광고) {{custNm||고객}}님 🔻3,OOO원 할인 받아 쇼핑하고 이번 달 구매사은품까지 챙겨가세요! 🎁(수신거부:앱설정)","64,405",0.34%,1.20%
2025. 11. 18,18:45,푸시,콜드 유저,등급/혜택,미구매_등급쿠폰안내,안내,20%,⏰ 벌써 상위 20%는 할인 혜택을 사용했어요!,"(광고) {{custNm||고객}}님 🔻3,OOO원 할인 받아 쇼핑하고 이번 달 구매사은품까지 챙겨가세요! 🎁(수신거부:앱설정)","52,552",0.26%,0.81%
2025. 11. 19,11:30,푸시,콜드 유저,등급/혜택,미구매_웰컴쿠폰팩_건단가LOW,안내,5만원 할인,"🎉 5O,OOO원 할인 대상자가 되셨습니다","(광고) {{custNm||고객}}님, 오랜만이시라면 꼭 할인 받고 구매하세요. 이때가 아니면 쓸 수 없는 최대 5만원 할인!👉 [쿠폰 받으러 가기](수신거부:앱설정)","3,140",3.18%,0.83%
2025. 11. 19,11:45,푸시,콜드 유저,등급/혜택,미구매_웰컴쿠폰팩MED,안내,5만원 할인,"🎉 5O,OOO원 할인 대상자가 되셨습니다","(광고) {{custNm||고객}}님, 오랜만이시라면 꼭 할인 받고 구매하세요. 이때가 아니면 쓸 수 없는 최대 5만원 할인!👉 [쿠폰 받으러 가기](수신거부:앱설정)","20,420",1.20%,1.25%
2025. 11. 20,17:30,친구톡,골드 전체,식품,황정민쇼 구매고객,안내,100% ,현대홈쇼핑,황정민쇼 영주 별사과 구매하신 고객님!별사과 100% 즐기는 법이 궁금하신가요?정민언니가 직접 찍은 🍎보이는 숏라디오🍎 들어보시고아삭아삭 예쁜 별사과 맛있게 드세요 🥰 매주 오전 8시 15분 채널 고정⚡다음주 현대홈쇼핑 황정민쇼도 기대해 주세요!,878,2.62%,0.00%
2025. 11. 20,17:30,문자,골드 전체,식품,황정민쇼 구매고객,안내,100% ,현대홈쇼핑,황정민쇼 영주 별사과 구매하신 고객님!별사과 100% 즐기는 법이 궁금하신가요?정민언니가 직접 찍은 🍎보이는 숏라디오🍎 들어보시고아삭아삭 예쁜 별사과 맛있게 드세요 🥰 매주 오전 8시 15분 채널 고정⚡다음주 현대홈쇼핑 황정민쇼도 기대해 주세요!,552,2.90%,0.00%
2025. 11. 20,10:15,푸시,골드 하위,기타,카드할인_저빈도,안내,5%,💡 {{custNm||고객}}님 카드 할인의 원리를 아시나요?,"(광고) 똑똑한 소비자 {{custNm||고객}}님! 오늘 하루동안 【현대카드】, 【NH농협카드】로 결제하면 5%가 바로 할인돼요! 방송하는 상품을 지금 할인 받아 구매해 보세요 👉(수신거부:앱설정)","4,361",0.44%,1.95%
2025. 11. 20,9:45,푸시,골드 하위,기타,카드할인_중간,안내,5%,💡 {{custNm||고객}}님 카드 할인의 원리를 아시나요?,"(광고) 똑똑한 소비자 {{custNm||고객}}님! 오늘 하루동안 【현대카드】, 【NH농협카드】로 결제하면 5%가 바로 할인돼요! 방송하는 상품을 지금 할인 받아 구매해 보세요 👉(수신거부:앱설정)","12,490",0.41%,1.34%
2025. 11. 20,10:15,푸시,골드 하위,기타,카드할인_미사용,안내,5%,💡5명 중 4명은 카드 할인을 받아봤어요,"(광고)똑똑한 {{custNm||고객}}님! 오늘 하루동안 【현대카드】, 【NH농협카드】로 결제하면 5%가 바로 할인돼요! 지금 바로 할인된 최종 결제금액을 확인해 보세요 👉(수신거부:앱설정)","78,327",0.37%,1.25%
2025. 11. 20,9:15,푸시,골드 하위,기타,카드할인_고빈도,안내,5%,💡 {{custNm||고객}}님 카드 할인의 원리를 아시나요?,"(광고) 똑똑한 소비자 {{custNm||고객}}님! 오늘 하루동안 【현대카드】, 【NH농협카드】로 결제하면 5%가 바로 할인돼요! 방송하는 상품을 지금 할인 받아 구매해 보세요 👉(수신거부:앱설정)","15,386",0.36%,1.15%
2025. 11. 24,16:30,문자,지원 요청,등급/혜택,CX기획팀_모니터링/평가단_1차,안내,단순 안내,[현대홈쇼핑],"(광고) 안녕하세요 현대홈쇼핑 {{custNm||고객}} VIP고객님!2026년 현대홈쇼핑과 함께해주실 창의적이고 열정적인 고객모니터/평가단을 모집합니다.현대홈쇼핑을 이용하는 고객님들의 의견을 적극 반영하고 고객 친화적인 서비스 제공을 위해 다양한 피드백을 제공해주실 고객님들의 참여를 기다립니다. 아래 링크로 접속하시면 자세한 모집 요강을 확인하실 수 있고 【지원하기】를 통해 참여가 가능합니다. ■ 고객 모니터/평가단 모집- 기간 : 11/24(월)~12/14(일), 3주간- 혜택 : 모집 요강 페이지 참고■ 지금 지원하기→hmall.kr/CXUpRX*H몰-마이페이지-고객센터-[공지사항]에서도 모집내용을 확인하실 수 있습니다.고객님들의 많은 관심과 참여 부탁드립니다감사합니다.무료수신거부 : 080-355-0000","10,509",5.28%,0.00%
2025. 11. 25,17:45,푸시,실버 고객,등급/혜택,주문이력Y & 로그인Y (웰컴쿠폰팩),안내,5만원 ,🎉돌아오셨네요! 5만원 쿠폰으로 다시 시작!,"(광고){{custNm||고객}}님 로그인으로 반가운 발자국 남기셨네요 👣 총 5만원 할인쿠폰팩으로 다시 즐거운 쇼핑, 지금 시작하세요!👉 [쿠폰 바로 받기](수신거부:앱설정)","1,679",1.43%,0.48%
2025. 11. 25,17:35,푸시,실버 고객,등급/혜택,주문이력N & 로그인Y(웰컴쿠폰팩),안내,5만원 할인,🎁 아직 쇼핑 전이신가요?,(광고) {{custNm||고객}}님 구경만으로 끝나셨죠? 특별 할인쿠폰으로 쇼핑을 시작해보세요! 지금 주문 시 웰컴쿠폰팩(총 5만원 할인) 드려요 ✨👉 [지금 쿠폰 받기](수신거부:앱설정),"60,544",0.82%,0.44%
2025. 11. 25,17:30,푸시,실버 고객,등급/혜택,주문이력 Y & 로그인 N (웰컴쿠폰팩),안내,5만원 ,💌 오랜만이에요! {{custNm||고객}}님께 5만원 쿠폰팩 도착!,(광고) 잠시 쉬어가셨죠? 지금 돌아오시면총 5만원 할인 혜택으로 따뜻하게 맞이합니다 💚👉 [다시 쇼핑하러 가기](수신거부:앱설정),"3,400",0.15%,0.44%
